,Date,Survey.Time,Region,SiteName,Basin,Water.Temperature..F.,DepthBin,Transect..,HabitatType,Pycno.notes..disease.presence..behavior..etc..,Pycnopodia_count
939,8/5/2025,8,Puget Sound,Flattop Island,San Juan,52,Deep,1,Natural Reef,,0
940,8/5/2025,19,Puget Sound,Flattop Island,San Juan,52,Intermediate,2,Natural Reef,,0
941,8/5/2025,9,Puget Sound,Flattop Island,San Juan,52,Shallow,3,Natural Reef,,0
942,8/5/2025,10,Puget Sound,Flattop Island,San Juan,52,Deep,1,Natural Reef,,0
943,8/5/2025,15,Puget Sound,Flattop Island,San Juan,52,Intermediate,2,Natural Reef,,0
944,8/5/2025,6,Puget Sound,Flattop Island,San Juan,52,Intermediate,3,Natural Reef,,0
945,8/5/2025,9,Puget Sound,Flattop Island,San Juan,52,Shallow,4,Natural Reef,,0
946,7/29/2023,61,Puget Sound,Fort Worden,Admiralty Inlet,50,Intermediate,1,Soft Bottom,,1
947,8/6/2023,15,Puget Sound,Fort Worden,Admiralty Inlet,50,Shallow,1,Soft Bottom,,0
948,8/6/2023,43,Puget Sound,Fort Worden,Admiralty Inlet,50,Shallow,2,Artificial Reef,,0
949,8/6/2023,15,Puget Sound,Fort Worden,Admiralty Inlet,50,Shallow,1,Soft Bottom,,0
950,8/6/2023,43,Puget Sound,Fort Worden,Admiralty Inlet,50,Shallow,2,Artificial Reef,,0
951,8/11/2024,14,Puget Sound,Foulweather Bluff,Hood Canal,54,Intermediate,1,Soft Bottom,,0
952,8/11/2024,20,Puget Sound,Foulweather Bluff,Hood Canal,54,Intermediate,1,Soft Bottom,,0
953,8/13/2024,3,Puget Sound,Foulweather Bluff,Hood Canal,56,Shallow,1,Soft Bottom,,0
954,8/13/2024,12,Puget Sound,Foulweather Bluff,Hood Canal,56,Intermediate,2,Soft Bottom,,0
955,8/13/2024,6,Puget Sound,Foulweather Bluff,Hood Canal,54,Intermediate,1,Soft Bottom,,0
956,8/11/2024,5,Puget Sound,Foulweather Bluff,Hood Canal,54,Intermediate,1,Soft Bottom,,0
957,8/13/2024,10,Puget Sound,Foulweather Bluff,Hood Canal,54,Intermediate,2,Soft Bottom,,0
958,8/13/2024,5,Puget Sound,Foulweather Bluff,Hood Canal,56,Intermediate,3,Soft Bottom,,0
959,8/1/2022,13,Puget Sound,Fox Island East Wall,South,53,Intermediate,1,Natural Reef,,0
960,8/1/2022,14,Puget Sound,Fox Island East Wall,South,53,Deep,2,Natural Reef,,0
961,8/1/2022,9,Puget Sound,Fox Island East Wall,South,53,Intermediate,3,Natural Reef,,0
962,8/1/2022,10,Puget Sound,Fox Island East Wall,South,53,Deep,1,Natural Reef,,0
963,8/1/2022,10,Puget Sound,Fox Island East Wall,South,53,Intermediate,2,Natural Reef,,0
964,8/1/2022,5,Puget Sound,Fox Island East Wall,South,53,Shallow,3,Natural Reef,,0
965,8/1/2022,13,Puget Sound,Fox Island East Wall,South,53,Intermediate,1,Natural Reef,,0
966,8/1/2022,14,Puget Sound,Fox Island East Wall,South,53,Deep,2,Natural Reef,,0
967,8/1/2022,9,Puget Sound,Fox Island East Wall,South,53,Intermediate,3,Natural Reef,,0
968,8/1/2022,11,Puget Sound,Fox Island East Wall,South,54,Deep,1,Natural Reef,,0
969,8/1/2022,11,Puget Sound,Fox Island East Wall,South,54,Intermediate,2,Natural Reef,,0
970,8/1/2022,6,Puget Sound,Fox Island East Wall,South,54,Intermediate,3,Natural Reef,,0
971,8/1/2022,3,Puget Sound,Fox Island East Wall,South,54,Shallow,4,Natural Reef,,0
972,3/1/2023,11,Puget Sound,Fox Island East Wall,South,45,Deep,1,Natural Reef,,0
973,3/1/2023,11,Puget Sound,Fox Island East Wall,South,45,Deep,1,Natural Reef,,0
974,3/1/2023,15,Puget Sound,Fox Island East Wall,South,45,Intermediate,2,Natural Reef,,0
975,3/1/2023,5,Puget Sound,Fox Island East Wall,South,45,Intermediate,3,Natural Reef,,0
976,3/1/2023,3,Puget Sound,Fox Island East Wall,South,45,Shallow,4,Natural Reef,,0
977,3/1/2023,15,Puget Sound,Fox Island East Wall,South,45,Intermediate,2,Natural Reef,,0
978,3/1/2023,5,Puget Sound,Fox Island East Wall,South,45,Intermediate,3,Natural Reef,,0
979,3/1/2023,3,Puget Sound,Fox Island East Wall,South,45,Shallow,4,Natural Reef,,0
980,3/1/2023,11,Puget Sound,Fox Island East Wall,South,44,Deep,1,Natural Reef,,0
981,3/1/2023,26,Puget Sound,Fox Island East Wall,South,44,Intermediate,2,Natural Reef,,0
982,3/1/2023,3,Puget Sound,Fox Island East Wall,South,44,Shallow,3,Natural Reef,,0
983,10/24/2023,15,Puget Sound,Fox Island East Wall,South,53,Deep,1,Natural Reef,,0
984,10/24/2023,18,Puget Sound,Fox Island East Wall,South,53,Intermediate,2,Natural Reef,,0
985,10/24/2023,15,Puget Sound,Fox Island East Wall,South,53,Deep,1,Natural Reef,,0
986,10/24/2023,18,Puget Sound,Fox Island East Wall,South,53,Intermediate,2,Natural Reef,,0
987,10/24/2023,8,Puget Sound,Fox Island East Wall,South,54,Deep,1,Natural Reef,,0
988,10/24/2023,16,Puget Sound,Fox Island East Wall,South,54,Intermediate,2,Natural Reef,,0
989,10/24/2023,7,Puget Sound,Fox Island East Wall,South,54,Intermediate,3,Natural Reef,,0
990,10/24/2023,12,Puget Sound,Fox Island East Wall,South,53,Deep,1,Natural Reef,,0
991,10/24/2023,25,Puget Sound,Fox Island East Wall,South,53,Intermediate,2,Natural Reef,,0
992,10/24/2023,4,Puget Sound,Fox Island East Wall,South,53,Shallow,3,Natural Reef,,0
993,10/8/2024,2,Puget Sound,Fox Island East Wall,South,55,Deep,1,Natural Reef,,0
994,10/8/2024,13,Puget Sound,Fox Island East Wall,South,55,Intermediate,2,Natural Reef,,0
995,10/8/2024,7,Puget Sound,Fox Island East Wall,South,55,Intermediate,3,Natural Reef,,0
996,10/8/2024,3,Puget Sound,Fox Island East Wall,South,55,Shallow,4,Natural Reef,,0
997,10/8/2024,3,Puget Sound,Fox Island East Wall,South,55,Deep,1,Natural Reef,,0
998,10/8/2024,10,Puget Sound,Fox Island East Wall,South,55,Intermediate,2,Natural Reef,,0
999,10/8/2024,4,Puget Sound,Fox Island East Wall,South,54,Deep,1,Natural Reef,,0
1000,10/8/2024,20,Puget Sound,Fox Island East Wall,South,54,Intermediate,2,Natural Reef,,0
1001,10/8/2024,4,Puget Sound,Fox Island East Wall,South,54,Shallow,3,Natural Reef,,0
1002,10/28/2023,15,Puget Sound,Fox Island West Wall,South,55,Intermediate,2,Natural Reef,,0
1003,10/28/2023,20,Puget Sound,Fox Island West Wall,South,55,Intermediate,1,Soft Bottom,,0
1004,10/17/2022,10,Puget Sound,Fox Island West Wall,South,53,Intermediate,1,Natural Reef,,0
1005,10/17/2022,4,Puget Sound,Fox Island West Wall,South,53,Intermediate,2,Soft Bottom,,0
1006,10/17/2022,3,Puget Sound,Fox Island West Wall,South,53,Shallow,3,Eelgrass,,0
1007,10/17/2022,8.5,Puget Sound,Fox Island West Wall,South,55,Intermediate,1,Natural Reef,,0
1008,10/17/2022,2.5,Puget Sound,Fox Island West Wall,South,55,Intermediate,2,Soft Bottom,,0
1009,10/17/2022,2.5,Puget Sound,Fox Island West Wall,South,55,Shallow,3,Eelgrass,,0
1010,10/17/2022,10,Puget Sound,Fox Island West Wall,South,55,Intermediate,1,Natural Reef,,0
1011,10/17/2022,3,Puget Sound,Fox Island West Wall,South,55,Shallow,2,Eelgrass,,0
1012,6/8/2023,10,Puget Sound,Fox Island West Wall,South,50,Intermediate,1,Natural Reef,None Present,0
1013,6/8/2023,10,Puget Sound,Fox Island West Wall,South,50,Intermediate,2,Natural Reef,None Present,0
1014,9/19/2023,10,Puget Sound,Fox Island West Wall,South,57,Intermediate,1,Natural Reef,healthy,1
1015,10/28/2023,4,Puget Sound,Fox Island West Wall,South,54,Intermediate,1,Soft Bottom,,0
1016,10/28/2023,6,Puget Sound,Fox Island West Wall,South,54,Deep,2,Soft Bottom,,0
1017,10/28/2023,44,Puget Sound,Fox Island West Wall,South,54,Intermediate,3,Natural Reef,,0
1018,10/28/2023,4,Puget Sound,Fox Island West Wall,South,54,Intermediate,1,Soft Bottom,,0
1019,10/28/2023,6,Puget Sound,Fox Island West Wall,South,54,Deep,2,Soft Bottom,,0
1020,10/28/2023,44,Puget Sound,Fox Island West Wall,South,54,Intermediate,3,Natural Reef,,0
1021,9/7/2023,10,Puget Sound,Fox Island West Wall,South,55,Intermediate,1,Natural Reef,,0
1022,11/15/2023,10,Puget Sound,Fox Island West Wall,South,52,Intermediate,1,Natural Reef,,0
1023,11/15/2023,10,Puget Sound,Fox Island West Wall,South,54,Intermediate,2,Natural Reef,,0
1024,1/30/2024,10,Puget Sound,Fox Island West Wall,South,48,Deep,1,Natural Reef,,0
1025,1/30/2024,10,Puget Sound,Fox Island West Wall,South,48,Intermediate,2,Natural Reef,,0
1026,3/26/2024,6,Puget Sound,Fox Island West Wall,South,49,Intermediate,1,Natural Reef,,0
1027,3/26/2024,7,Puget Sound,Fox Island West Wall,South,49,Intermediate,2,Natural Reef,,0
1028,3/26/2024,5,Puget Sound,Fox Island West Wall,South,49,Intermediate,3,Natural Reef,,0
1029,3/26/2024,4,Puget Sound,Fox Island West Wall,South,49,Intermediate,4,Soft Bottom,,0
1030,3/26/2024,3,Puget Sound,Fox Island West Wall,South,49,Shallow,5,Eelgrass,,0
1031,3/26/2024,8,Puget Sound,Fox Island West Wall,South,49,Shallow,6,Soft Bottom,,0
1032,3/26/2024,6,Puget Sound,Fox Island West Wall,South,49,Deep,1,Natural Reef,,0
1033,3/26/2024,7,Puget Sound,Fox Island West Wall,South,49,Intermediate,2,Natural Reef,,0
1034,3/26/2024,5,Puget Sound,Fox Island West Wall,South,49,Intermediate,3,Natural Reef,,0
1035,3/26/2024,4,Puget Sound,Fox Island West Wall,South,49,Intermediate,4,Soft Bottom,,0
1036,3/26/2024,3,Puget Sound,Fox Island West Wall,South,49,Shallow,5,Eelgrass,,0
1037,3/26/2024,8,Puget Sound,Fox Island West Wall,South,49,Shallow,6,Soft Bottom,,0
1038,3/26/2024,8,Puget Sound,Fox Island West Wall,South,48,Deep,1,Natural Reef,,0
1039,3/26/2024,9,Puget Sound,Fox Island West Wall,South,48,Intermediate,2,Natural Reef,,0
1040,3/26/2024,8,Puget Sound,Fox Island West Wall,South,48,Intermediate,3,Natural Reef,,0
1041,3/26/2024,4,Puget Sound,Fox Island West Wall,South,48,Intermediate,4,Soft Bottom,,0
1042,3/26/2024,3,Puget Sound,Fox Island West Wall,South,48,Shallow,5,Eelgrass,,0
1043,3/26/2024,4,Puget Sound,Fox Island West Wall,South,48,Shallow,6,Soft Bottom,,0
1044,3/26/2024,8,Puget Sound,Fox Island West Wall,South,48,Deep,1,Natural Reef,,0
1045,3/26/2024,9,Puget Sound,Fox Island West Wall,South,48,Intermediate,2,Natural Reef,,0
1046,3/26/2024,8,Puget Sound,Fox Island West Wall,South,48,Intermediate,3,Natural Reef,,0
1047,3/26/2024,4,Puget Sound,Fox Island West Wall,South,48,Intermediate,4,Soft Bottom,,0
1048,3/26/2024,3,Puget Sound,Fox Island West Wall,South,48,Shallow,5,Eelgrass,,0
1049,3/26/2024,4,Puget Sound,Fox Island West Wall,South,48,Shallow,6,Soft Bottom,,0
1050,4/22/2024,7,Puget Sound,Fox Island West Wall,South,50,Deep,1,Natural Reef,,0
1051,4/22/2024,7,Puget Sound,Fox Island West Wall,South,50,Intermediate,2,Natural Reef,,0
1052,4/22/2024,6,Puget Sound,Fox Island West Wall,South,50,Intermediate,3,Natural Reef,,0
1053,4/22/2024,4,Puget Sound,Fox Island West Wall,South,50,Intermediate,4,Soft Bottom,,0
1054,4/22/2024,3,Puget Sound,Fox Island West Wall,South,50,Shallow,5,Eelgrass,,0
1055,4/22/2024,5,Puget Sound,Fox Island West Wall,South,50,Shallow,6,Soft Bottom,,0
1056,4/22/2024,8,Puget Sound,Fox Island West Wall,South,50,Intermediate,1,Natural Reef,,0
1057,4/22/2024,10,Puget Sound,Fox Island West Wall,South,50,Intermediate,2,Natural Reef,,0
1058,4/22/2024,8,Puget Sound,Fox Island West Wall,South,50,Intermediate,3,Natural Reef,,0
1059,4/22/2024,7,Puget Sound,Fox Island West Wall,South,50,Intermediate,4,Soft Bottom,,0
1060,4/22/2024,4,Puget Sound,Fox Island West Wall,South,50,Shallow,5,Eelgrass,,0
1061,4/22/2024,4,Puget Sound,Fox Island West Wall,South,50,Shallow,6,Soft Bottom,,0
1062,8/20/2024,8,Puget Sound,Fox Island West Wall,South,57,Intermediate,1,Natural Reef,,0
1063,8/20/2024,5,Puget Sound,Fox Island West Wall,South,57,Shallow,2,Eelgrass,,0
1064,8/20/2024,9,Puget Sound,Fox Island West Wall,South,57,Intermediate,1,Natural Reef,,0
1065,8/20/2024,3,Puget Sound,Fox Island West Wall,South,57,Deep,2,Soft Bottom,,0
1066,8/20/2024,2,Puget Sound,Fox Island West Wall,South,57,Intermediate,3,Soft Bottom,,0
1067,8/20/2024,4,Puget Sound,Fox Island West Wall,South,57,Shallow,4,Eelgrass,,0
1068,5/30/2024,10,Puget Sound,Fox Island West Wall,South,51,Intermediate,1,Natural Reef,,0
1069,8/21/2024,10,Puget Sound,Fox Island West Wall,South,55,Intermediate,1,Natural Reef,,0
1070,9/25/2024,13,Puget Sound,Fox Island West Wall,South,56,Intermediate,1,Soft Bottom,,0
1071,9/25/2024,10,Puget Sound,Fox Island West Wall,South,56,Intermediate,2,Natural Reef,,0
1072,9/25/2024,6,Puget Sound,Fox Island West Wall,South,56,Intermediate,3,Natural Reef,,0
1073,9/25/2024,6,Puget Sound,Fox Island West Wall,South,54,Intermediate,1,Soft Bottom,,0
1074,9/25/2024,20,Puget Sound,Fox Island West Wall,South,54,Intermediate,2,Natural Reef,,0
1075,5/7/2025,13,Puget Sound,Fox Island West Wall,South,48,Intermediate,1,Natural Reef,,0
1076,5/7/2025,4,Puget Sound,Fox Island West Wall,South,48,Intermediate,2,Soft Bottom,,0
1077,5/7/2025,4,Puget Sound,Fox Island West Wall,South,48,Shallow,3,Eelgrass,,0
1078,5/7/2025,11,Puget Sound,Fox Island West Wall,South,48,Intermediate,1,Natural Reef,,0
1079,5/7/2025,7,Puget Sound,Fox Island West Wall,South,48,Intermediate,2,Soft Bottom,,0
1080,5/7/2025,3,Puget Sound,Fox Island West Wall,South,48,Shallow,3,Eelgrass,,0
1081,5/7/2025,2,Puget Sound,Fox Island West Wall,South,49,Intermediate,1,Soft Bottom,,0
1082,5/7/2025,8,Puget Sound,Fox Island West Wall,South,49,Deep,2,Soft Bottom,,0
1083,5/7/2025,5,Puget Sound,Fox Island West Wall,South,49,Intermediate,3,Soft Bottom,,0
1084,5/7/2025,10,Puget Sound,Fox Island West Wall,South,49,Intermediate,4,Natural Reef,,0
1085,5/7/2025,10,Puget Sound,Fox Island West Wall,South,50,Intermediate,1,Natural Reef,,0
1086,5/7/2025,5,Puget Sound,Fox Island West Wall,South,50,Intermediate,2,Soft Bottom,,0
1087,5/7/2025,2,Puget Sound,Fox Island West Wall,South,50,Shallow,3,Eelgrass,,0
1088,7/23/2025,12,Puget Sound,Fox Island West Wall,South,56,Intermediate,1,Natural Reef,Healthy,1
1089,1/29/2025,10,Puget Sound,Fox Island West Wall,South,45,Deep,1,Natural Reef,,0
1090,6/5/2025,10,Puget Sound,Fox Island West Wall,South,51,Deep,1,Natural Reef,,0
1091,12/30/2024,6,Puget Sound,Freeland Park,Whidbey,46,Shallow,1,Eelgrass,,0
1092,12/30/2024,15,Puget Sound,Freeland Park,Whidbey,46,Shallow,2,Soft Bottom,,3
1093,12/30/2024,8,Puget Sound,Freeland Park,Whidbey,48,Intermediate,3,Soft Bottom,,1
1094,12/30/2024,18,Puget Sound,Freeland Park,Whidbey,50,Deep,4,Soft Bottom,,1
1095,12/30/2024,6,Puget Sound,Freeland Park,Whidbey,48,Intermediate,5,Soft Bottom,,0
1096,12/30/2024,15,Puget Sound,Freeland Park,Whidbey,46,Shallow,6,Eelgrass,,0
1097,12/31/2024,4,Puget Sound,Freeland Park,Whidbey,46,Shallow,1,Eelgrass,,0
1098,12/31/2024,13,Puget Sound,Freeland Park,Whidbey,46,Shallow,2,Soft Bottom,,4
1099,12/31/2024,23,Puget Sound,Freeland Park,Whidbey,46,Intermediate,3,Soft Bottom,,6
1100,12/31/2024,15,Puget Sound,Freeland Park,Whidbey,46,Shallow,4,Eelgrass,,0
1101,1/28/2025,23,Puget Sound,Freeland Park,Whidbey,47,Shallow,1,Soft Bottom,,3
1102,1/28/2025,11,Puget Sound,Freeland Park,Whidbey,47,Intermediate,2,Soft Bottom,,0
1103,1/28/2025,9,Puget Sound,Freeland Park,Whidbey,47,Shallow,5,Soft Bottom,,1
1104,2/23/2025,9,Puget Sound,Freeland Park,Whidbey,48,Shallow,1,Eelgrass,,1
1105,2/23/2025,17,Puget Sound,Freeland Park,Whidbey,48,Shallow,2,Soft Bottom,,2
1106,2/23/2025,10,Puget Sound,Freeland Park,Whidbey,48,Intermediate,3,Soft Bottom,,0
1107,2/23/2025,16,Puget Sound,Freeland Park,Whidbey,48,Deep,4,Soft Bottom,,0
1108,2/23/2025,8,Puget Sound,Freeland Park,Whidbey,48,Intermediate,5,Soft Bottom,,1
1109,2/23/2025,9,Puget Sound,Freeland Park,Whidbey,48,Shallow,6,Eelgrass,,1
1110,2/28/2025,5,Puget Sound,Freeland Park,Whidbey,46,Shallow,1,Soft Bottom,,3
1111,2/28/2025,22,Puget Sound,Freeland Park,Whidbey,46,Intermediate,2,Soft Bottom,,1
1112,2/28/2025,9,Puget Sound,Freeland Park,Whidbey,46,Deep,3,Soft Bottom,,0
1113,2/28/2025,8,Puget Sound,Freeland Park,Whidbey,46,Intermediate,4,Soft Bottom,,0
1114,2/28/2025,4,Puget Sound,Freeland Park,Whidbey,46,Shallow,5,Soft Bottom,,0
1115,2/28/2025,8,Puget Sound,Freeland Park,Whidbey,46,Shallow,6,Eelgrass,,0
1116,3/20/2025,14,Puget Sound,Freeland Park,Whidbey,46,Intermediate,1,Soft Bottom,,6
1117,3/20/2025,17,Puget Sound,Freeland Park,Whidbey,46,Deep,2,Soft Bottom,,0
1118,3/20/2025,15,Puget Sound,Freeland Park,Whidbey,46,Intermediate,3,Soft Bottom,,1
1119,3/20/2025,6,Puget Sound,Freeland Park,Whidbey,48,Shallow,4,Eelgrass,,0
1120,3/31/2025,27,Puget Sound,Freeland Park,Whidbey,48,Shallow,1,Soft Bottom,,1
1121,3/31/2025,14,Puget Sound,Freeland Park,Whidbey,48,Shallow,2,Eelgrass,,1
1122,4/23/2025,10,Puget Sound,Freeland Park,Whidbey,46,Intermediate,2,Soft Bottom,,6
1123,4/23/2025,19,Puget Sound,Freeland Park,Whidbey,46,Deep,3,Soft Bottom,,2
1124,4/23/2025,8,Puget Sound,Freeland Park,Whidbey,46,Intermediate,4,Soft Bottom,,1
1125,4/23/2025,10,Puget Sound,Freeland Park,Whidbey,53,Shallow,5,Soft Bottom,,0
1126,4/23/2025,5,Puget Sound,Freeland Park,Whidbey,53,Shallow,6,Eelgrass,,1
1127,5/7/2025,16,Puget Sound,Freeland Park,Whidbey,48,Shallow,1,Soft Bottom,,2
1128,5/7/2025,10,Puget Sound,Freeland Park,Whidbey,48,Intermediate,2,Soft Bottom,,1
1129,5/7/2025,22,Puget Sound,Freeland Park,Whidbey,46,Deep,3,Soft Bottom,,2
1130,5/7/2025,10,Puget Sound,Freeland Park,Whidbey,48,Intermediate,4,Soft Bottom,,2
1131,5/7/2025,11,Puget Sound,Freeland Park,Whidbey,48,Shallow,5,Eelgrass,,1
1132,5/20/2025,16,Puget Sound,Freeland Park,Whidbey,50,Intermediate,1,Soft Bottom,,4
1133,5/20/2025,18,Puget Sound,Freeland Park,Whidbey,50,Deep,2,Soft Bottom,,2
1134,5/20/2025,15,Puget Sound,Freeland Park,Whidbey,50,Intermediate,3,Soft Bottom,,3
1135,5/20/2025,14,Puget Sound,Freeland Park,Whidbey,50,Shallow,4,Eelgrass,,3
1136,5/28/2025,8,Puget Sound,Freeland Park,Whidbey,46,Shallow,1,Eelgrass,,0
1137,5/28/2025,14,Puget Sound,Freeland Park,Whidbey,46,Intermediate,2,Soft Bottom,,2
1138,5/28/2025,14,Puget Sound,Freeland Park,Whidbey,46,Deep,3,Soft Bottom,,0
1139,5/28/2025,12,Puget Sound,Freeland Park,Whidbey,46,Shallow,4,Soft Bottom,,3
1140,6/4/2025,11,Puget Sound,Freeland Park,Whidbey,50,Intermediate,1,Soft Bottom,,2
1141,6/4/2025,11,Puget Sound,Freeland Park,Whidbey,50,Deep,2,Soft Bottom,,2
1142,6/4/2025,9,Puget Sound,Freeland Park,Whidbey,50,Intermediate,3,Soft Bottom,,1
1143,6/4/2025,24,Puget Sound,Freeland Park,Whidbey,50,Shallow,4,Eelgrass,,5
1144,6/17/2025,19,Puget Sound,Freeland Park,Whidbey,50,Shallow,1,Soft Bottom,,8
1145,6/17/2025,16,Puget Sound,Freeland Park,Whidbey,48,Intermediate,2,Soft Bottom,,5
1146,6/17/2025,10,Puget Sound,Freeland Park,Whidbey,48,Deep,3,Soft Bottom,,2
1147,6/17/2025,9,Puget Sound,Freeland Park,Whidbey,48,Intermediate,4,Soft Bottom,,4
1148,6/17/2025,4,Puget Sound,Freeland Park,Whidbey,50,Shallow,5,Soft Bottom,,0
1149,6/18/2025,7,Puget Sound,Freeland Park,Whidbey,50,Intermediate,1,Soft Bottom,,1
1150,6/18/2025,25,Puget Sound,Freeland Park,Whidbey,48,Deep,2,Soft Bottom,,8
1151,6/18/2025,8,Puget Sound,Freeland Park,Whidbey,48,Intermediate,3,Soft Bottom,,3
1152,6/18/2025,10,Puget Sound,Freeland Park,Whidbey,50,Shallow,4,Soft Bottom,,0
1153,7/8/2025,9,Puget Sound,Freeland Park,Whidbey,60,Shallow,1,Eelgrass,,0
1154,7/8/2025,12,Puget Sound,Freeland Park,Whidbey,51,Intermediate,2,Soft Bottom,,2
1155,7/8/2025,21,Puget Sound,Freeland Park,Whidbey,48,Deep,3,Soft Bottom,,2
1156,7/8/2025,9,Puget Sound,Freeland Park,Whidbey,51,Intermediate,4,Soft Bottom,,2
1157,7/8/2025,7,Puget Sound,Freeland Park,Whidbey,60,Shallow,5,Eelgrass,,0
1158,8/20/2025,10,Puget Sound,Freeland Park,Whidbey,57,Shallow,1,Soft Bottom,,0
1159,8/20/2025,40,Puget Sound,Freeland Park,Whidbey,50,Intermediate,2,Soft Bottom,,2
1160,9/13/2025,14,Puget Sound,Freeland Park,Whidbey,51,Intermediate,1,Soft Bottom,,0
1161,9/13/2025,14,Puget Sound,Freeland Park,Whidbey,50,Deep,2,Soft Bottom,,4
1162,9/13/2025,10,Puget Sound,Freeland Park,Whidbey,51,Intermediate,3,Soft Bottom,,1
1163,9/13/2025,19,Puget Sound,Freeland Park,Whidbey,57,Shallow,4,Eelgrass,,1
1164,9/24/2025,8,Puget Sound,Freeland Park,Whidbey,60,Shallow,1,Eelgrass,,0
1165,9/24/2025,22,Puget Sound,Freeland Park,Whidbey,50,Deep,3,Soft Bottom,,3
1166,10/5/2025,18,Puget Sound,Freeland Park,Whidbey,53,Intermediate,3,Soft Bottom,,1
1167,10/5/2025,8,Puget Sound,Freeland Park,Whidbey,53,Intermediate,5,Soft Bottom,,1
1168,10/26/2025,29,Puget Sound,Freeland Park,Whidbey,51,Intermediate,1,Soft Bottom,,9
1169,10/26/2025,24,Puget Sound,Freeland Park,Whidbey,51,Deep,2,Soft Bottom,,4
1170,10/26/2025,8,Puget Sound,Freeland Park,Whidbey,51,Shallow,3,Soft Bottom,,0
1171,10/26/2025,3,Puget Sound,Freeland Park,Whidbey,51,Shallow,4,Eelgrass,,0
1172,11/14/2025,6,Puget Sound,Freeland Park,Whidbey,50,Shallow,1,Eelgrass,,0
1173,11/14/2025,23,Puget Sound,Freeland Park,Whidbey,51,Intermediate,2,Soft Bottom,,0
1174,11/14/2025,23,Puget Sound,Freeland Park,Whidbey,51,Deep,3,Soft Bottom,,9
1175,11/14/2025,12,Puget Sound,Freeland Park,Whidbey,51,Intermediate,4,Soft Bottom,,0
1176,11/14/2025,6,Puget Sound,Freeland Park,Whidbey,50,Shallow,5,Eelgrass,,3
1177,12/10/2025,6,Puget Sound,Freeland Park,Whidbey,50,Shallow,1,Eelgrass,,3
1178,12/10/2025,20,Puget Sound,Freeland Park,Whidbey,51,Intermediate,2,Soft Bottom,,0
1179,12/10/2025,20,Puget Sound,Freeland Park,Whidbey,51,Deep,3,Soft Bottom,,10
1180,12/10/2025,8,Puget Sound,Freeland Park,Whidbey,51,Intermediate,4,Soft Bottom,,6
1181,2/28/2023,7,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,45,Shallow,3,Natural Reef,,0
1182,2/28/2023,7,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,45,Shallow,3,Natural Reef,,0
1183,2/28/2023,9,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,45,Shallow,2,Natural Reef,,0
1184,2/28/2023,9,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,45,Shallow,2,Natural Reef,,0
1185,2/28/2023,10,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,45,Intermediate,1,Natural Reef,,1
1186,2/28/2023,10,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,45,Intermediate,1,Natural Reef,,1
1187,2/28/2023,3,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,45,Shallow,4,Eelgrass,,0
1188,2/28/2023,3,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,45,Shallow,4,Eelgrass,,0
1189,10/9/2024,30,Strait of Juan de Fuca,Freshwater Bay,Strait of Juan de Fuca,48,Shallow,1,Kelp Forest,,0
1190,10/9/2024,20.5,Strait of Juan de Fuca,Freshwater Bay,Strait of Juan de Fuca,48,Shallow,1,Kelp Forest,,0
1191,10/9/2024,10,Strait of Juan de Fuca,Freshwater Bay,Strait of Juan de Fuca,48,Shallow,2,Natural Reef,,0
1192,5/8/2025,15,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,47,Intermediate,1,Natural Reef,,0
1193,5/8/2025,8,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,47,Intermediate,2,Kelp Forest,Healthy,1
1194,5/8/2025,20,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,47,Shallow,3,Natural Reef,,0
1195,5/8/2025,8,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,47,Shallow,4,Eelgrass,,0
1196,5/8/2025,38,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,46,Intermediate,1,Natural Reef,,1
1197,5/8/2025,10,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,46,Shallow,2,Soft Bottom,,0
1198,7/25/2023,10,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,48,Shallow,3,Natural Reef,,4
1199,7/25/2023,15,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,50,Shallow,1,Natural Reef,,0
1200,7/25/2023,12,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,50,Intermediate,2,Natural Reef,No disease present,4
1201,7/26/2023,20,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,48,Shallow,1,Natural Reef,,0
1202,7/26/2023,25,Puget Sound,Freshwater Bay,Strait of Juan de Fuca,48,Intermediate,2,Natural Reef,,0
1203,5/24/2023,12,Puget Sound,Friday Harbor Reef,San Juan,49,Deep,1,Natural Reef,,0
1204,5/24/2023,10,Puget Sound,Friday Harbor Reef,San Juan,49,Intermediate,2,Natural Reef,,0
