,Date,Survey.Time,Region,SiteName,Basin,Water.Temperature..F.,DepthBin,Transect..,HabitatType,Length(cm),Pycno.notes..disease.presence..behavior..etc..
1466,8/1/2022,13,Puget Sound,Fox Island East Wall,South,53,Intermediate,1,Natural Reef,0,
1467,8/1/2022,14,Puget Sound,Fox Island East Wall,South,53,Deep,2,Natural Reef,0,
1468,8/1/2022,9,Puget Sound,Fox Island East Wall,South,53,Intermediate,3,Natural Reef,0,
1469,8/1/2022,11,Puget Sound,Fox Island East Wall,South,54,Deep,1,Natural Reef,0,
1470,8/1/2022,11,Puget Sound,Fox Island East Wall,South,54,Intermediate,2,Natural Reef,0,
1471,8/1/2022,6,Puget Sound,Fox Island East Wall,South,54,Intermediate,3,Natural Reef,0,
1472,8/1/2022,3,Puget Sound,Fox Island East Wall,South,54,Shallow,4,Natural Reef,0,
1473,3/1/2023,11,Puget Sound,Fox Island East Wall,South,45,Deep,1,Natural Reef,0,
1474,3/1/2023,11,Puget Sound,Fox Island East Wall,South,45,Deep,1,Natural Reef,0,
1475,3/1/2023,15,Puget Sound,Fox Island East Wall,South,45,Intermediate,2,Natural Reef,0,
1476,3/1/2023,5,Puget Sound,Fox Island East Wall,South,45,Intermediate,3,Natural Reef,0,
1477,3/1/2023,3,Puget Sound,Fox Island East Wall,South,45,Shallow,4,Natural Reef,0,
1478,3/1/2023,15,Puget Sound,Fox Island East Wall,South,45,Intermediate,2,Natural Reef,0,
1479,3/1/2023,5,Puget Sound,Fox Island East Wall,South,45,Intermediate,3,Natural Reef,0,
1480,3/1/2023,3,Puget Sound,Fox Island East Wall,South,45,Shallow,4,Natural Reef,0,
1481,3/1/2023,11,Puget Sound,Fox Island East Wall,South,44,Deep,1,Natural Reef,0,
1482,3/1/2023,26,Puget Sound,Fox Island East Wall,South,44,Intermediate,2,Natural Reef,0,
1483,3/1/2023,3,Puget Sound,Fox Island East Wall,South,44,Shallow,3,Natural Reef,0,
1484,10/24/2023,15,Puget Sound,Fox Island East Wall,South,53,Deep,1,Natural Reef,0,
1485,10/24/2023,18,Puget Sound,Fox Island East Wall,South,53,Intermediate,2,Natural Reef,0,
1486,10/24/2023,15,Puget Sound,Fox Island East Wall,South,53,Deep,1,Natural Reef,0,
1487,10/24/2023,18,Puget Sound,Fox Island East Wall,South,53,Intermediate,2,Natural Reef,0,
1488,10/24/2023,8,Puget Sound,Fox Island East Wall,South,54,Deep,1,Natural Reef,0,
1489,10/24/2023,16,Puget Sound,Fox Island East Wall,South,54,Intermediate,2,Natural Reef,0,
1490,10/24/2023,7,Puget Sound,Fox Island East Wall,South,54,Intermediate,3,Natural Reef,0,
1491,10/24/2023,12,Puget Sound,Fox Island East Wall,South,53,Deep,1,Natural Reef,0,
1492,10/24/2023,25,Puget Sound,Fox Island East Wall,South,53,Intermediate,2,Natural Reef,0,
1493,10/24/2023,4,Puget Sound,Fox Island East Wall,South,53,Shallow,3,Natural Reef,0,
1494,10/8/2024,2,Puget Sound,Fox Island East Wall,South,55,Deep,1,Natural Reef,0,
1495,10/8/2024,13,Puget Sound,Fox Island East Wall,South,55,Intermediate,2,Natural Reef,0,
1496,10/8/2024,7,Puget Sound,Fox Island East Wall,South,55,Intermediate,3,Natural Reef,0,
1497,10/8/2024,3,Puget Sound,Fox Island East Wall,South,55,Shallow,4,Natural Reef,0,
1498,10/8/2024,3,Puget Sound,Fox Island East Wall,South,55,Deep,1,Natural Reef,0,
1499,10/8/2024,10,Puget Sound,Fox Island East Wall,South,55,Intermediate,2,Natural Reef,0,
1500,10/8/2024,4,Puget Sound,Fox Island East Wall,South,54,Deep,1,Natural Reef,0,
1501,10/8/2024,20,Puget Sound,Fox Island East Wall,South,54,Intermediate,2,Natural Reef,0,
1502,10/8/2024,4,Puget Sound,Fox Island East Wall,South,54,Shallow,3,Natural Reef,0,
1503,10/28/2023,15,Puget Sound,Fox Island West Wall,South,55,Intermediate,2,Natural Reef,0,
1504,10/28/2023,20,Puget Sound,Fox Island West Wall,South,55,Intermediate,1,Soft Bottom,0,
1505,10/17/2022,10,Puget Sound,Fox Island West Wall,South,53,Intermediate,1,Natural Reef,0,
1506,10/17/2022,4,Puget Sound,Fox Island West Wall,South,53,Intermediate,2,Soft Bottom,0,
1507,10/17/2022,3,Puget Sound,Fox Island West Wall,South,53,Shallow,3,Eelgrass,0,
1508,10/17/2022,8.5,Puget Sound,Fox Island West Wall,South,55,Intermediate,1,Natural Reef,0,
1509,10/17/2022,2.5,Puget Sound,Fox Island West Wall,South,55,Intermediate,2,Soft Bottom,0,
1510,10/17/2022,2.5,Puget Sound,Fox Island West Wall,South,55,Shallow,3,Eelgrass,0,
1511,10/17/2022,10,Puget Sound,Fox Island West Wall,South,55,Intermediate,1,Natural Reef,0,
1512,10/17/2022,3,Puget Sound,Fox Island West Wall,South,55,Shallow,2,Eelgrass,0,
1513,6/8/2023,10,Puget Sound,Fox Island West Wall,South,50,Intermediate,1,Natural Reef,0,None Present
1514,6/8/2023,10,Puget Sound,Fox Island West Wall,South,50,Intermediate,2,Natural Reef,0,None Present
1515,9/19/2023,10,Puget Sound,Fox Island West Wall,South,57,Intermediate,1,Natural Reef,18,healthy
1516,10/28/2023,4,Puget Sound,Fox Island West Wall,South,54,Intermediate,1,Soft Bottom,0,
1517,10/28/2023,6,Puget Sound,Fox Island West Wall,South,54,Deep,2,Soft Bottom,0,
1518,10/28/2023,44,Puget Sound,Fox Island West Wall,South,54,Intermediate,3,Natural Reef,0,
1519,10/28/2023,4,Puget Sound,Fox Island West Wall,South,54,Intermediate,1,Soft Bottom,0,
1520,10/28/2023,6,Puget Sound,Fox Island West Wall,South,54,Deep,2,Soft Bottom,0,
1521,10/28/2023,44,Puget Sound,Fox Island West Wall,South,54,Intermediate,3,Natural Reef,0,
1522,9/7/2023,10,Puget Sound,Fox Island West Wall,South,55,Intermediate,1,Natural Reef,0,
1523,11/15/2023,10,Puget Sound,Fox Island West Wall,South,52,Intermediate,1,Natural Reef,0,
1524,11/15/2023,10,Puget Sound,Fox Island West Wall,South,54,Intermediate,2,Natural Reef,0,
1525,1/30/2024,10,Puget Sound,Fox Island West Wall,South,48,Deep,1,Natural Reef,0,
1526,1/30/2024,10,Puget Sound,Fox Island West Wall,South,48,Intermediate,2,Natural Reef,0,
1527,3/26/2024,6,Puget Sound,Fox Island West Wall,South,49,Intermediate,1,Natural Reef,0,
1528,3/26/2024,7,Puget Sound,Fox Island West Wall,South,49,Intermediate,2,Natural Reef,0,
1529,3/26/2024,5,Puget Sound,Fox Island West Wall,South,49,Intermediate,3,Natural Reef,0,
1530,3/26/2024,4,Puget Sound,Fox Island West Wall,South,49,Intermediate,4,Soft Bottom,0,
1531,3/26/2024,3,Puget Sound,Fox Island West Wall,South,49,Shallow,5,Eelgrass,0,
1532,3/26/2024,8,Puget Sound,Fox Island West Wall,South,49,Shallow,6,Soft Bottom,0,
1533,3/26/2024,6,Puget Sound,Fox Island West Wall,South,49,Deep,1,Natural Reef,0,
1534,3/26/2024,7,Puget Sound,Fox Island West Wall,South,49,Intermediate,2,Natural Reef,0,
1535,3/26/2024,5,Puget Sound,Fox Island West Wall,South,49,Intermediate,3,Natural Reef,0,
1536,3/26/2024,4,Puget Sound,Fox Island West Wall,South,49,Intermediate,4,Soft Bottom,0,
1537,3/26/2024,3,Puget Sound,Fox Island West Wall,South,49,Shallow,5,Eelgrass,0,
1538,3/26/2024,8,Puget Sound,Fox Island West Wall,South,49,Shallow,6,Soft Bottom,0,
1539,3/26/2024,8,Puget Sound,Fox Island West Wall,South,48,Deep,1,Natural Reef,0,
1540,3/26/2024,9,Puget Sound,Fox Island West Wall,South,48,Intermediate,2,Natural Reef,0,
1541,3/26/2024,8,Puget Sound,Fox Island West Wall,South,48,Intermediate,3,Natural Reef,0,
1542,3/26/2024,4,Puget Sound,Fox Island West Wall,South,48,Intermediate,4,Soft Bottom,0,
1543,3/26/2024,3,Puget Sound,Fox Island West Wall,South,48,Shallow,5,Eelgrass,0,
1544,3/26/2024,4,Puget Sound,Fox Island West Wall,South,48,Shallow,6,Soft Bottom,0,
1545,3/26/2024,8,Puget Sound,Fox Island West Wall,South,48,Deep,1,Natural Reef,0,
1546,3/26/2024,9,Puget Sound,Fox Island West Wall,South,48,Intermediate,2,Natural Reef,0,
1547,3/26/2024,8,Puget Sound,Fox Island West Wall,South,48,Intermediate,3,Natural Reef,0,
1548,3/26/2024,4,Puget Sound,Fox Island West Wall,South,48,Intermediate,4,Soft Bottom,0,
1549,3/26/2024,3,Puget Sound,Fox Island West Wall,South,48,Shallow,5,Eelgrass,0,
1550,3/26/2024,4,Puget Sound,Fox Island West Wall,South,48,Shallow,6,Soft Bottom,0,
1551,4/22/2024,7,Puget Sound,Fox Island West Wall,South,50,Deep,1,Natural Reef,0,
1552,4/22/2024,7,Puget Sound,Fox Island West Wall,South,50,Intermediate,2,Natural Reef,0,
1553,4/22/2024,6,Puget Sound,Fox Island West Wall,South,50,Intermediate,3,Natural Reef,0,
1554,4/22/2024,4,Puget Sound,Fox Island West Wall,South,50,Intermediate,4,Soft Bottom,0,
1555,4/22/2024,3,Puget Sound,Fox Island West Wall,South,50,Shallow,5,Eelgrass,0,
1556,4/22/2024,5,Puget Sound,Fox Island West Wall,South,50,Shallow,6,Soft Bottom,0,
1557,4/22/2024,8,Puget Sound,Fox Island West Wall,South,50,Intermediate,1,Natural Reef,0,
1558,4/22/2024,10,Puget Sound,Fox Island West Wall,South,50,Intermediate,2,Natural Reef,0,
1559,4/22/2024,8,Puget Sound,Fox Island West Wall,South,50,Intermediate,3,Natural Reef,0,
1560,4/22/2024,7,Puget Sound,Fox Island West Wall,South,50,Intermediate,4,Soft Bottom,0,
1561,4/22/2024,4,Puget Sound,Fox Island West Wall,South,50,Shallow,5,Eelgrass,0,
1562,4/22/2024,4,Puget Sound,Fox Island West Wall,South,50,Shallow,6,Soft Bottom,0,
1563,8/20/2024,8,Puget Sound,Fox Island West Wall,South,57,Intermediate,1,Natural Reef,0,
1564,8/20/2024,5,Puget Sound,Fox Island West Wall,South,57,Shallow,2,Eelgrass,0,
1565,8/20/2024,9,Puget Sound,Fox Island West Wall,South,57,Intermediate,1,Natural Reef,0,
1566,8/20/2024,3,Puget Sound,Fox Island West Wall,South,57,Deep,2,Soft Bottom,0,
1567,8/20/2024,2,Puget Sound,Fox Island West Wall,South,57,Intermediate,3,Soft Bottom,0,
1568,8/20/2024,4,Puget Sound,Fox Island West Wall,South,57,Shallow,4,Eelgrass,0,
1569,5/30/2024,10,Puget Sound,Fox Island West Wall,South,51,Intermediate,1,Natural Reef,0,
1570,8/21/2024,10,Puget Sound,Fox Island West Wall,South,55,Intermediate,1,Natural Reef,0,
1571,9/25/2024,13,Puget Sound,Fox Island West Wall,South,56,Intermediate,1,Soft Bottom,0,
1572,9/25/2024,10,Puget Sound,Fox Island West Wall,South,56,Intermediate,2,Natural Reef,0,
1573,9/25/2024,6,Puget Sound,Fox Island West Wall,South,56,Intermediate,3,Natural Reef,0,
1574,9/25/2024,6,Puget Sound,Fox Island West Wall,South,54,Intermediate,1,Soft Bottom,0,
1575,9/25/2024,20,Puget Sound,Fox Island West Wall,South,54,Intermediate,2,Natural Reef,0,
1576,5/7/2025,13,Puget Sound,Fox Island West Wall,South,48,Intermediate,1,Natural Reef,0,
1577,5/7/2025,4,Puget Sound,Fox Island West Wall,South,48,Intermediate,2,Soft Bottom,0,
1578,5/7/2025,4,Puget Sound,Fox Island West Wall,South,48,Shallow,3,Eelgrass,0,
1579,5/7/2025,11,Puget Sound,Fox Island West Wall,South,48,Intermediate,1,Natural Reef,0,
1580,5/7/2025,7,Puget Sound,Fox Island West Wall,South,48,Intermediate,2,Soft Bottom,0,
1581,5/7/2025,3,Puget Sound,Fox Island West Wall,South,48,Shallow,3,Eelgrass,0,
1582,5/7/2025,2,Puget Sound,Fox Island West Wall,South,49,Intermediate,1,Soft Bottom,0,
1583,5/7/2025,8,Puget Sound,Fox Island West Wall,South,49,Deep,2,Soft Bottom,0,
1584,5/7/2025,5,Puget Sound,Fox Island West Wall,South,49,Intermediate,3,Soft Bottom,0,
1585,5/7/2025,10,Puget Sound,Fox Island West Wall,South,49,Intermediate,4,Natural Reef,0,
1586,5/7/2025,10,Puget Sound,Fox Island West Wall,South,50,Intermediate,1,Natural Reef,0,
1587,5/7/2025,5,Puget Sound,Fox Island West Wall,South,50,Intermediate,2,Soft Bottom,0,
1588,5/7/2025,2,Puget Sound,Fox Island West Wall,South,50,Shallow,3,Eelgrass,0,
1589,7/23/2025,12,Puget Sound,Fox Island West Wall,South,56,Intermediate,1,Natural Reef,38,Healthy
1590,1/29/2025,10,Puget Sound,Fox Island West Wall,South,45,Deep,1,Natural Reef,0,
1591,6/5/2025,10,Puget Sound,Fox Island West Wall,South,51,Deep,1,Natural Reef,26,
1592,12/30/2024,6,Puget Sound,Freeland Park,Whidbey,46,Shallow,1,Eelgrass,0,
1593,12/30/2024,15,Puget Sound,Freeland Park,Whidbey,46,Shallow,2,Soft Bottom,25,
1594,12/30/2024,15,Puget Sound,Freeland Park,Whidbey,46,Shallow,2,Soft Bottom,22,
1595,12/30/2024,15,Puget Sound,Freeland Park,Whidbey,46,Shallow,2,Soft Bottom,25,
1596,12/30/2024,8,Puget Sound,Freeland Park,Whidbey,48,Intermediate,3,Soft Bottom,23,
1597,12/30/2024,18,Puget Sound,Freeland Park,Whidbey,50,Deep,4,Soft Bottom,28,
1598,12/30/2024,6,Puget Sound,Freeland Park,Whidbey,48,Intermediate,5,Soft Bottom,0,
1599,12/30/2024,15,Puget Sound,Freeland Park,Whidbey,46,Shallow,6,Eelgrass,0,
1600,12/31/2024,4,Puget Sound,Freeland Park,Whidbey,46,Shallow,1,Eelgrass,0,
1601,12/31/2024,13,Puget Sound,Freeland Park,Whidbey,46,Shallow,2,Soft Bottom,25,
1602,12/31/2024,13,Puget Sound,Freeland Park,Whidbey,46,Shallow,2,Soft Bottom,25,
1603,12/31/2024,13,Puget Sound,Freeland Park,Whidbey,46,Shallow,2,Soft Bottom,21,
1604,12/31/2024,13,Puget Sound,Freeland Park,Whidbey,46,Shallow,2,Soft Bottom,20,
1605,12/31/2024,23,Puget Sound,Freeland Park,Whidbey,46,Intermediate,3,Soft Bottom,20,
1606,12/31/2024,23,Puget Sound,Freeland Park,Whidbey,46,Intermediate,3,Soft Bottom,18,
1607,12/31/2024,23,Puget Sound,Freeland Park,Whidbey,46,Intermediate,3,Soft Bottom,20,
1608,12/31/2024,23,Puget Sound,Freeland Park,Whidbey,46,Intermediate,3,Soft Bottom,18,
1609,12/31/2024,23,Puget Sound,Freeland Park,Whidbey,46,Intermediate,3,Soft Bottom,21,
1610,12/31/2024,23,Puget Sound,Freeland Park,Whidbey,46,Intermediate,3,Soft Bottom,21,
1611,12/31/2024,15,Puget Sound,Freeland Park,Whidbey,46,Shallow,4,Eelgrass,0,
1612,1/28/2025,23,Puget Sound,Freeland Park,Whidbey,47,Shallow,1,Soft Bottom,24,
1613,1/28/2025,23,Puget Sound,Freeland Park,Whidbey,47,Shallow,1,Soft Bottom,28,
1614,1/28/2025,23,Puget Sound,Freeland Park,Whidbey,47,Shallow,1,Soft Bottom,20,
1615,1/28/2025,11,Puget Sound,Freeland Park,Whidbey,47,Intermediate,2,Soft Bottom,0,
1616,1/28/2025,9,Puget Sound,Freeland Park,Whidbey,47,Shallow,5,Soft Bottom,25,
1617,2/23/2025,9,Puget Sound,Freeland Park,Whidbey,48,Shallow,1,Eelgrass,22,
1618,2/23/2025,17,Puget Sound,Freeland Park,Whidbey,48,Shallow,2,Soft Bottom,30,
1619,2/23/2025,17,Puget Sound,Freeland Park,Whidbey,48,Shallow,2,Soft Bottom,25,
1620,2/23/2025,10,Puget Sound,Freeland Park,Whidbey,48,Intermediate,3,Soft Bottom,0,
1621,2/23/2025,16,Puget Sound,Freeland Park,Whidbey,48,Deep,4,Soft Bottom,0,
1622,2/23/2025,8,Puget Sound,Freeland Park,Whidbey,48,Intermediate,5,Soft Bottom,20,
1623,2/23/2025,9,Puget Sound,Freeland Park,Whidbey,48,Shallow,6,Eelgrass,20,
1624,2/28/2025,5,Puget Sound,Freeland Park,Whidbey,46,Shallow,1,Soft Bottom,24,
1625,2/28/2025,5,Puget Sound,Freeland Park,Whidbey,46,Shallow,1,Soft Bottom,25,
1626,2/28/2025,5,Puget Sound,Freeland Park,Whidbey,46,Shallow,1,Soft Bottom,26,
1627,2/28/2025,22,Puget Sound,Freeland Park,Whidbey,46,Intermediate,2,Soft Bottom,22,
1628,2/28/2025,9,Puget Sound,Freeland Park,Whidbey,46,Deep,3,Soft Bottom,0,
1629,2/28/2025,8,Puget Sound,Freeland Park,Whidbey,46,Intermediate,4,Soft Bottom,0,
1630,2/28/2025,4,Puget Sound,Freeland Park,Whidbey,46,Shallow,5,Soft Bottom,0,
1631,2/28/2025,8,Puget Sound,Freeland Park,Whidbey,46,Shallow,6,Eelgrass,0,
1632,3/20/2025,14,Puget Sound,Freeland Park,Whidbey,46,Intermediate,1,Soft Bottom,21,
1633,3/20/2025,14,Puget Sound,Freeland Park,Whidbey,46,Intermediate,1,Soft Bottom,25,
1634,3/20/2025,14,Puget Sound,Freeland Park,Whidbey,46,Intermediate,1,Soft Bottom,25,
1635,3/20/2025,14,Puget Sound,Freeland Park,Whidbey,46,Intermediate,1,Soft Bottom,20,
1636,3/20/2025,14,Puget Sound,Freeland Park,Whidbey,46,Intermediate,1,Soft Bottom,25,
1637,3/20/2025,14,Puget Sound,Freeland Park,Whidbey,46,Intermediate,1,Soft Bottom,21,
1638,3/20/2025,17,Puget Sound,Freeland Park,Whidbey,46,Deep,2,Soft Bottom,0,
1639,3/20/2025,15,Puget Sound,Freeland Park,Whidbey,46,Intermediate,3,Soft Bottom,24,
1640,3/20/2025,6,Puget Sound,Freeland Park,Whidbey,48,Shallow,4,Eelgrass,0,
1641,3/31/2025,27,Puget Sound,Freeland Park,Whidbey,48,Shallow,1,Soft Bottom,4,
1642,3/31/2025,14,Puget Sound,Freeland Park,Whidbey,48,Shallow,2,Eelgrass,3,
1643,4/23/2025,10,Puget Sound,Freeland Park,Whidbey,46,Intermediate,2,Soft Bottom,25,
1644,4/23/2025,10,Puget Sound,Freeland Park,Whidbey,46,Intermediate,2,Soft Bottom,21,
1645,4/23/2025,10,Puget Sound,Freeland Park,Whidbey,46,Intermediate,2,Soft Bottom,22,
1646,4/23/2025,10,Puget Sound,Freeland Park,Whidbey,46,Intermediate,2,Soft Bottom,31,
1647,4/23/2025,10,Puget Sound,Freeland Park,Whidbey,46,Intermediate,2,Soft Bottom,22,
1648,4/23/2025,10,Puget Sound,Freeland Park,Whidbey,46,Intermediate,2,Soft Bottom,21,
1649,4/23/2025,19,Puget Sound,Freeland Park,Whidbey,46,Deep,3,Soft Bottom,21,
1650,4/23/2025,19,Puget Sound,Freeland Park,Whidbey,46,Deep,3,Soft Bottom,21,
1651,4/23/2025,8,Puget Sound,Freeland Park,Whidbey,46,Intermediate,4,Soft Bottom,22,
1652,4/23/2025,10,Puget Sound,Freeland Park,Whidbey,53,Shallow,5,Soft Bottom,0,
1653,4/23/2025,5,Puget Sound,Freeland Park,Whidbey,53,Shallow,6,Eelgrass,4,
1654,5/7/2025,16,Puget Sound,Freeland Park,Whidbey,48,Shallow,1,Soft Bottom,18,
1655,5/7/2025,16,Puget Sound,Freeland Park,Whidbey,48,Shallow,1,Soft Bottom,21,
1656,5/7/2025,10,Puget Sound,Freeland Park,Whidbey,48,Intermediate,2,Soft Bottom,22,
1657,5/7/2025,22,Puget Sound,Freeland Park,Whidbey,46,Deep,3,Soft Bottom,20,
1658,5/7/2025,22,Puget Sound,Freeland Park,Whidbey,46,Deep,3,Soft Bottom,25,
1659,5/7/2025,10,Puget Sound,Freeland Park,Whidbey,48,Intermediate,4,Soft Bottom,17,
1660,5/7/2025,10,Puget Sound,Freeland Park,Whidbey,48,Intermediate,4,Soft Bottom,25,
1661,5/7/2025,11,Puget Sound,Freeland Park,Whidbey,48,Shallow,5,Eelgrass,4,
1662,5/20/2025,16,Puget Sound,Freeland Park,Whidbey,50,Intermediate,1,Soft Bottom,25,
1663,5/20/2025,16,Puget Sound,Freeland Park,Whidbey,50,Intermediate,1,Soft Bottom,26,
1664,5/20/2025,16,Puget Sound,Freeland Park,Whidbey,50,Intermediate,1,Soft Bottom,21,
1665,5/20/2025,16,Puget Sound,Freeland Park,Whidbey,50,Intermediate,1,Soft Bottom,18,
1666,5/20/2025,18,Puget Sound,Freeland Park,Whidbey,50,Deep,2,Soft Bottom,17,
1667,5/20/2025,18,Puget Sound,Freeland Park,Whidbey,50,Deep,2,Soft Bottom,24,
1668,5/20/2025,15,Puget Sound,Freeland Park,Whidbey,50,Intermediate,3,Soft Bottom,19,
1669,5/20/2025,15,Puget Sound,Freeland Park,Whidbey,50,Intermediate,3,Soft Bottom,22,
1670,5/20/2025,15,Puget Sound,Freeland Park,Whidbey,50,Intermediate,3,Soft Bottom,11,
1671,5/20/2025,14,Puget Sound,Freeland Park,Whidbey,50,Shallow,4,Eelgrass,22,
1672,5/20/2025,14,Puget Sound,Freeland Park,Whidbey,50,Shallow,4,Eelgrass,20,
1673,5/20/2025,14,Puget Sound,Freeland Park,Whidbey,50,Shallow,4,Eelgrass,10,
1674,5/28/2025,8,Puget Sound,Freeland Park,Whidbey,46,Shallow,1,Eelgrass,0,
1675,5/28/2025,14,Puget Sound,Freeland Park,Whidbey,46,Intermediate,2,Soft Bottom,32,
1676,5/28/2025,14,Puget Sound,Freeland Park,Whidbey,46,Intermediate,2,Soft Bottom,20,
1677,5/28/2025,14,Puget Sound,Freeland Park,Whidbey,46,Deep,3,Soft Bottom,0,
1678,5/28/2025,12,Puget Sound,Freeland Park,Whidbey,46,Shallow,4,Soft Bottom,27,
1679,5/28/2025,12,Puget Sound,Freeland Park,Whidbey,46,Shallow,4,Soft Bottom,28,
1680,5/28/2025,12,Puget Sound,Freeland Park,Whidbey,46,Shallow,4,Soft Bottom,23,
1681,6/4/2025,11,Puget Sound,Freeland Park,Whidbey,50,Intermediate,1,Soft Bottom,18,
1682,6/4/2025,11,Puget Sound,Freeland Park,Whidbey,50,Intermediate,1,Soft Bottom,29,
1683,6/4/2025,11,Puget Sound,Freeland Park,Whidbey,50,Deep,2,Soft Bottom,20,
1684,6/4/2025,11,Puget Sound,Freeland Park,Whidbey,50,Deep,2,Soft Bottom,16,
1685,6/4/2025,9,Puget Sound,Freeland Park,Whidbey,50,Intermediate,3,Soft Bottom,16,
1686,6/4/2025,24,Puget Sound,Freeland Park,Whidbey,50,Shallow,4,Eelgrass,29,
1687,6/4/2025,24,Puget Sound,Freeland Park,Whidbey,50,Shallow,4,Eelgrass,30,
1688,6/4/2025,24,Puget Sound,Freeland Park,Whidbey,50,Shallow,4,Eelgrass,24,
1689,6/4/2025,24,Puget Sound,Freeland Park,Whidbey,50,Shallow,4,Eelgrass,23,
1690,6/4/2025,24,Puget Sound,Freeland Park,Whidbey,50,Shallow,4,Eelgrass,20,
1691,6/17/2025,19,Puget Sound,Freeland Park,Whidbey,50,Shallow,1,Soft Bottom,0,
1692,6/17/2025,16,Puget Sound,Freeland Park,Whidbey,48,Intermediate,2,Soft Bottom,23,
1693,6/17/2025,16,Puget Sound,Freeland Park,Whidbey,48,Intermediate,2,Soft Bottom,26,
1694,6/17/2025,16,Puget Sound,Freeland Park,Whidbey,48,Intermediate,2,Soft Bottom,20,
1695,6/17/2025,16,Puget Sound,Freeland Park,Whidbey,48,Intermediate,2,Soft Bottom,30,
1696,6/17/2025,16,Puget Sound,Freeland Park,Whidbey,48,Intermediate,2,Soft Bottom,37,
1697,6/17/2025,10,Puget Sound,Freeland Park,Whidbey,48,Deep,3,Soft Bottom,23,
1698,6/17/2025,10,Puget Sound,Freeland Park,Whidbey,48,Deep,3,Soft Bottom,25,
1699,6/17/2025,9,Puget Sound,Freeland Park,Whidbey,48,Intermediate,4,Soft Bottom,15,
1700,6/17/2025,9,Puget Sound,Freeland Park,Whidbey,48,Intermediate,4,Soft Bottom,16,
1701,6/17/2025,9,Puget Sound,Freeland Park,Whidbey,48,Intermediate,4,Soft Bottom,20,
1702,6/17/2025,9,Puget Sound,Freeland Park,Whidbey,48,Intermediate,4,Soft Bottom,23,
1703,6/17/2025,4,Puget Sound,Freeland Park,Whidbey,50,Shallow,5,Soft Bottom,0,
1704,6/18/2025,7,Puget Sound,Freeland Park,Whidbey,50,Intermediate,1,Soft Bottom,10,
1705,6/18/2025,25,Puget Sound,Freeland Park,Whidbey,48,Deep,2,Soft Bottom,24,
1706,6/18/2025,25,Puget Sound,Freeland Park,Whidbey,48,Deep,2,Soft Bottom,25,
1707,6/18/2025,25,Puget Sound,Freeland Park,Whidbey,48,Deep,2,Soft Bottom,22,
1708,6/18/2025,25,Puget Sound,Freeland Park,Whidbey,48,Deep,2,Soft Bottom,30,
1709,6/18/2025,25,Puget Sound,Freeland Park,Whidbey,48,Deep,2,Soft Bottom,29,
1710,6/18/2025,25,Puget Sound,Freeland Park,Whidbey,48,Deep,2,Soft Bottom,16,
1711,6/18/2025,25,Puget Sound,Freeland Park,Whidbey,48,Deep,2,Soft Bottom,15,
1712,6/18/2025,25,Puget Sound,Freeland Park,Whidbey,48,Deep,2,Soft Bottom,23,
1713,6/18/2025,8,Puget Sound,Freeland Park,Whidbey,48,Intermediate,3,Soft Bottom,23,
1714,6/18/2025,8,Puget Sound,Freeland Park,Whidbey,48,Intermediate,3,Soft Bottom,26,
1715,6/18/2025,8,Puget Sound,Freeland Park,Whidbey,48,Intermediate,3,Soft Bottom,24,
1716,6/18/2025,10,Puget Sound,Freeland Park,Whidbey,50,Shallow,4,Soft Bottom,0,
1717,7/8/2025,9,Puget Sound,Freeland Park,Whidbey,60,Shallow,1,Eelgrass,0,
1718,7/8/2025,12,Puget Sound,Freeland Park,Whidbey,51,Intermediate,2,Soft Bottom,30,
1719,7/8/2025,12,Puget Sound,Freeland Park,Whidbey,51,Intermediate,2,Soft Bottom,24,
1720,7/8/2025,21,Puget Sound,Freeland Park,Whidbey,48,Deep,3,Soft Bottom,29,
1721,7/8/2025,21,Puget Sound,Freeland Park,Whidbey,48,Deep,3,Soft Bottom,22,
1722,7/8/2025,9,Puget Sound,Freeland Park,Whidbey,51,Intermediate,4,Soft Bottom,23,
1723,7/8/2025,9,Puget Sound,Freeland Park,Whidbey,51,Intermediate,4,Soft Bottom,25,
1724,7/8/2025,7,Puget Sound,Freeland Park,Whidbey,60,Shallow,5,Eelgrass,0,
1725,8/20/2025,10,Puget Sound,Freeland Park,Whidbey,57,Shallow,1,Soft Bottom,0,
1726,8/20/2025,40,Puget Sound,Freeland Park,Whidbey,50,Intermediate,2,Soft Bottom,19,
1727,8/20/2025,40,Puget Sound,Freeland Park,Whidbey,50,Intermediate,2,Soft Bottom,26,
1728,9/13/2025,14,Puget Sound,Freeland Park,Whidbey,51,Intermediate,1,Soft Bottom,0,
1729,9/13/2025,14,Puget Sound,Freeland Park,Whidbey,50,Deep,2,Soft Bottom,37,
1730,9/13/2025,14,Puget Sound,Freeland Park,Whidbey,50,Deep,2,Soft Bottom,27,
1731,9/13/2025,14,Puget Sound,Freeland Park,Whidbey,50,Deep,2,Soft Bottom,27,
1732,9/13/2025,14,Puget Sound,Freeland Park,Whidbey,50,Deep,2,Soft Bottom,25,
1733,9/13/2025,10,Puget Sound,Freeland Park,Whidbey,51,Intermediate,3,Soft Bottom,22,
1734,9/13/2025,19,Puget Sound,Freeland Park,Whidbey,57,Shallow,4,Eelgrass,26,
1735,9/24/2025,8,Puget Sound,Freeland Park,Whidbey,60,Shallow,1,Eelgrass,0,
